team,enemy,win,home,diff
GSW,LAC,1,1,46.0
DET,ATL,1,0,36.0
HOU,DAL,1,1,33.0
LAC,DET,1,1,32.0
DAL,ORL,1,1,32.0
OKC,PHX,1,1,31.0
MIL,CHA,1,1,29.0
HOU,NYK,1,1,28.0
DEN,LAL,1,1,28.0
LAC,NOP,1,1,28.0
HOU,PHI,1,1,27.0
NOH,DEN,1,1,24.0
MIN,DET,1,0,23.0
ATL,CHA,1,1,23.0
WAS,PHX,1,1,22.0
NYK,NOH,1,0,22.0
GSW,DAL,1,1,21.0
MIA,NOH,1,0,19.0
MIA,PHI,1,1,19.0
NYK,BOS,1,1,19.0
MEM,MIA,1,1,18.0
MIA,ATL,1,0,18.0
HOU,DEN,1,0,18.0
POR,SAC,1,0,17.0
NYK,ORL,1,1,16.0
IND,CHA,1,1,16.0
HOU,DAL,1,0,16.0
HOU,POR,1,0,16.0
MIL,IND,1,0,16.0
OKC,NOH,1,0,15.0
SAC,LAC,1,1,15.0
GSW,CHA,1,1,15.0
PHI,PHX,1,1,15.0
NYK,DET,1,1,14.0
LAL,MEM,1,1,14.0
MEM,SAC,1,0,14.0
LAL,PHI,1,0,13.0
NYK,MIA,1,0,12.0
GSW,MEM,1,1,12.0
ATL,DET,1,0,11.0
DAL,LAL,1,1,11.0
BOS,UTA,1,1,11.0
BOS,WAS,1,1,9.0
DAL,WAS,1,1,8.0
CHA,DEN,1,1,8.0
HOU,WAS,1,0,8.0
POR,DEN,1,1,8.0
SAS,HOU,1,0,8.0
CLE,LAC,1,0,7.0
UTA,TOR,1,0,7.0
BOS,CHA,1,0,7.0
MIA,CHA,1,1,7.0
WAS,CHA,1,1,7.0
HOU,CHA,1,1,7.0
CLE,MIL,1,0,6.0
ATL,CHI,1,0,5.0
HOU,BKN,1,1,4.0
DAL,POR,1,0,4.0
NYK,BKN,1,0,3.0
BOS,MIA,1,1,3.0
LAL,TOR,1,1,2.0
BOS,ATL,1,0,2.0
HOU,MIN,1,0,2.0
HOU,DEN,1,1,1.0
ATL,MIL,1,0,1.0
UTA,MIA,0,1,-1.0
CLE,MIA,0,0,-2.0
CHA,TOR,0,1,-2.0
CLE,HOU,0,0,-5.0
MIL,CLE,0,0,-5.0
NYK,BOS,0,1,-6.0
BKN,OKC,0,1,-6.0
SAS,DEN,0,0,-6.0
BOS,TOR,0,1,-7.0
BKN,CHA,0,0,-7.0
TOR,MIA,0,0,-7.0
DET,ATL,0,0,-7.0
POR,MIL,0,0,-8.0
HOU,CLE,0,0,-8.0
NYK,CHA,0,0,-11.0
BKN,IND,0,0,-12.0
SAC,MIA,0,0,-12.0
LAL,HOU,0,0,-13.0
HOU,DEN,0,0,-18.0
BKN,TOR,0,0,-19.0
OKC,HOU,1,1,32.0
BKN,GSW,1,1,30.0
BOS,ATL,1,0,25.0
LAC,SAS,1,1,22.0
POR,MIN,1,1,21.0
NOP,LAC,1,0,21.0
SAC,HOU,1,0,20.0
BOS,WAS,1,1,18.0
BOS,DET,1,1,18.0
GSW,SAS,1,1,15.0
PHX,GSW,1,1,11.0
BOS,MEM,1,1,10.0
NOP,MEM,1,1,7.0
IND,MIA,1,0,3.0
BOS,NYK,0,1,-2.0
GSW,POR,0,0,-3.0
IND,BKN,0,1,-3.0
SAC,MIL,0,1,-9.0
MIL,GSW,0,0,-9.0
GSW,CHI,0,0,-14.0
MIL,MEM,0,1,-23.0
HOU,MEM,1,1,49.0
NYK,PHX,1,0,31.0
CHA,MIL,1,0,24.0
DET,MIA,1,1,23.0
GSW,NYK,1,0,21.0
CLE,SAC,1,1,20.0
GSW,SAC,1,1,19.0
GSW,CHA,1,0,17.0
IND,CLE,1,1,14.0
HOU,MIA,1,1,13.0
NOP,SAC,1,0,12.0
DAL,WAS,1,0,12.0
CLE,LAL,1,0,12.0
CLE,CHA,1,1,9.0
GSW,IND,1,0,8.0
DAL,CHI,1,1,7.0
HOU,SAC,1,1,7.0
GSW,ORL,1,1,6.0
DAL,BOS,1,1,5.0
WAS,NYK,1,0,3.0
GSW,TOR,1,0,3.0
NOP,WAS,1,1,2.0
DET,CLE,1,0,2.0
DAL,BKN,1,0,1.0
PHI,HOU,0,0,-2.0
LAC,OKC,0,0,-2.0
DAL,DEN,0,0,-2.0
ATL,MIA,0,1,-4.0
BOS,ORL,0,0,-5.0
POR,UTA,0,0,-13.0
PHI,IND,0,1,-13.0
PHI,CHA,0,1,-15.0
MIA,POR,1,1,60.0
DAL,NOH,1,1,32.0
DEN,CLE,1,1,28.0
BKN,UTA,1,1,33.0
UTA,TOR,1,1,32.0
OKC,MEM,1,1,31.0
IND,WAS,1,1,24.0
SAS,WAS,1,0,24.0
IND,TOR,1,1,24.0
DEN,CLE,1,1,29.0
BOS,DAL,1,1,28.0
BOS,CHI,1,1,27.0
ORL,SAS,1,1,22.0
NYK,UTA,1,1,22.0
MIN,MIL,1,0,24.0
MIA,TOR,1,0,18.0
DAL,SAC,1,1,16.0
OKC,UTA,1,0,16.0
ORL,HOU,1,0,14.0
PHX,GSW,1,0,12.0
DEN,DAL,1,0,11.0
BOS,CHI,1,0,11.0
GSW,WAS,1,0,11.0
PHX,CLE,1,1,8.0
IND,CHA,1,1,8.0
PHX,ATL,1,1,8.0
NYK,NOH,1,0,8.0
HOU,CHA,1,1,9.0
NYK,MIN,1,1,7.0
GSW,MEM,1,1,6.0
SAC,TOR,1,1,5.0
GSW,HOU,1,1,5.0
LAC,ATL,1,0,5.0
NYK,DEN,1,1,4.0
SAS,OKC,1,1,4.0
MIN,GSW,1,1,4.0
DAL,LAL,1,1,2.0
CHA,BKN,1,0,1.0
SAC,LAC,0,1,-1.0
NYK,IND,0,0,-2.0
HOU,UTA,0,0,-3.0
SAS,DEN,0,0,-3.0
MIA,CHI,0,0,-3.0
GSW,MIN,0,0,-3.0
HOU,LAC,0,0,-3.0
PHX,OKC,0,1,-4.0
BKN,DAL,0,0,-5.0
CLE,HOU,0,1,-5.0
GSW,LAL,0,1,-5.0
PHX,DEN,0,0,-5.0
PHI,MEM,0,1,-5.0
DET,MIL,0,1,-6.0
GSW,NYK,0,1,-6.0
WAS,NOP,0,0,-7.0
HOU,DEN,0,0,-7.0
GSW,MIA,0,0,-7.0
MEM,NYK,0,0,-10.0
SAC,BOS,0,1,-25.0
GSW,DEN,0,0,-23.0
BOS,SAC,1,1,53.0
DAL,POR,1,1,50.0
MIN,MEM,1,1,43.0
GSW,NOP,1,1,41.0
PHX,CHA,1,1,31.0
GSW,ORL,1,1,31.0
MIL,OKC,1,0,27.0
UTA,NOP,1,1,22.0
OKC,BKN,1,0,21.0
CHA,DAL,1,1,21.0
HOU,WAS,1,1,18.0
DAL,LAL,1,1,18.0
CHA,OKC,1,0,18.0
DEN,SAS,1,0,15.0
NYK,CHA,1,0,15.0
BOS,MIL,1,1,14.0
DEN,NYK,1,0,14.0
NYK,ATL,1,1,14.0
DET,ORL,1,0,14.0
CHA,POR,1,1,12.0
GSW,SAC,1,1,12.0
DAL,SAS,1,1,10.0
PHX,MIN,1,1,10.0
ATL,PHX,1,1,9.0
MIN,SAS,1,1,6.0
GSW,SAS,1,0,4.0
GSW,UTA,1,1,4.0
OKC,POR,1,0,3.0
UTA,CLE,1,0,1.0
HOU,SAS,0,1,-3.0
CHA,HOU,0,0,-3.0
POR,OKC,0,1,-3.0
IND,LAL,1,1,42.0
MIL,MIN,1,0,30.0
SAS,MIN,1,1,26.0
DET,CHI,1,1,23.0
LAC,NYK,1,1,21.0
BOS,ATL,1,1,21.0
PHX,DAL,1,1,21.0
MIL,WAS,1,1,19.0
BOS,NOP,1,0,17.0
HOU,ATL,1,0,16.0
BKN,SAS,1,1,16.0
MIL,TOR,1,1,15.0
MIL,MIN,1,1,12.0
TOR,ORL,1,1,12.0
SAC,MIN,1,1,11.0
GSW,MIL,1,0,10.0
GSW,MIN,1,0,10.0
LAL,OKC,1,0,10.0
ATL,NOP,1,0,10.0
CHA,ATL,1,0,9.0
GSW,MIN,1,1,8.0
HOU,SAS,1,1,7.0
UTA,DEN,1,1,6.0
GSW,DAL,1,0,5.0
BKN,MIL,1,0,5.0
BKN,DEN,1,1,5.0
NOP,SAC,1,0,4.0
HOU,MIA,1,1,3.0
ATL,UTA,1,1,3.0
POR,ORL,1,1,3.0
GSW,SAC,1,1,2.0
BKN,ORL,1,0,2.0
BKN,CHA,1,1,2.0
UTA,GSW,0,1,-1.0
BOS,IND,0,0,-1.0
WAS,TOR,0,1,-2.0
BKN,NOP,0,0,-2.0
MEM,DAL,0,1,-2.0
HOU,NOP,0,1,-5.0
BOS,CHA,0,0,-7.0
NOP,GSW,0,0,-7.0
NOP,MIL,0,0,-8.0
HOU,MIN,0,0,-10.0
CLE,MIA,0,0,-16.0
ATL,NJN,1,0,36.0
BOS,TOR,1,1,36.0
SAS,POR,1,1,35.0
LAL,CHA,1,1,33.0
PHI,WAS,1,1,31.0
GSW,SAC,1,0,26.0
ATL,NOH,1,0,22.0
MIL,POR,1,1,22.0
NYK,ORL,1,1,22.0
ORL,CHA,1,0,21.0
SAS,GSW,1,0,21.0
DEN,LAC,1,0,21.0
MIN,DEN,1,1,17.0
ATL,WAS,1,1,14.0
ORL,MIN,1,1,13.0
LAC,MIN,1,0,13.0
POR,NJN,1,1,13.0
DEN,MIA,1,1,13.0
OKC,DEN,1,0,13.0
ORL,CLE,1,1,13.0
ORL,LAL,1,1,12.0
MIN,POR,1,0,12.0
IND,DAL,1,0,11.0
SAS,OKC,1,1,11.0
MIN,SAS,1,1,10.0
DEN,MIL,1,0,10.0
TOR,DEN,1,1,9.0
LAC,SAC,1,0,8.0
NYK,DAL,1,1,7.0
NJN,PHI,1,0,7.0
ORL,TOR,1,1,6.0
POR,NOH,1,1,6.0
MIL,TOR,1,0,6.0
SAS,LAC,1,0,3.0
UTA,DAL,1,1,2.0
NYK,ATL,1,0,1.0
SAS,DAL,0,0,-1.0
GSW,MEM,0,0,-1.0
OKC,LAC,0,1,-2.0
SAC,DEN,0,0,-3.0
DAL,LAL,0,0,-4.0
CLE,NJN,0,0,-5.0
POR,UTA,0,1,-5.0
WAS,ORL,0,0,-6.0
HOU,DAL,0,0,-7.0
NJN,IND,0,0,-7.0
DAL,NYK,0,0,-7.0
NYK,CLE,0,0,-8.0
BOS,MIA,0,0,-8.0
POR,LAL,0,0,-11.0
GSW,OKC,0,1,-11.0
SAS,LAC,0,1,-12.0
PHX,DAL,0,1,-23.0
LAC,OKC,0,0,-23.0
GSW,DEN,0,0,-39.0
POR,OKC,1,1,48.0
MIL,GSW,1,1,39.0
BKN,ORL,1,1,37.0
MIL,MIN,1,1,27.0
IND,MIA,1,0,27.0
POR,GSW,1,0,25.0
DET,TOR,1,0,24.0
UTA,ATL,1,1,24.0
LAC,CLE,1,0,22.0
BKN,CHA,1,1,22.0
TOR,SAC,1,0,21.0
POR,IND,1,0,21.0
UTA,GSW,1,1,19.0
UTA,DAL,1,1,19.0
ATL,NOP,1,1,16.0
IND,DAL,1,0,15.0
TOR,MEM,1,0,15.0
TOR,ORL,1,0,15.0
DAL,ORL,1,1,14.0
HOU,NOP,1,0,14.0
BOS,TOR,1,1,14.0
CLE,BKN,1,1,12.0
MIN,GSW,1,1,12.0
POR,OKC,1,0,11.0
GSW,LAC,1,1,10.0
ATL,POR,1,1,9.0
ATL,DET,1,1,8.0
MIL,PHI,1,1,7.0
GSW,ORL,1,1,6.0
CHI,HOU,1,1,5.0
BKN,PHX,1,0,4.0
LAC,CHI,1,1,3.0
POR,MIA,1,0,3.0
SAS,LAC,1,0,3.0
TOR,CHA,1,1,3.0
CHA,GSW,1,1,2.0
IND,NOP,0,1,-1.0
GSW,DAL,0,0,-2.0
GSW,NOP,0,0,-5.0
BKN,MIL,0,0,-6.0
ORL,DAL,0,1,-6.0
TOR,MIA,0,0,-8.0
BOS,POR,0,1,-10.0
UTA,DEN,0,0,-11.0
CLE,MIA,0,1,-17.0
DAL,GSW,0,1,-31.0
DET,WAS,1,1,30.0
PHX,BKN,1,1,26.0
MIA,CLE,1,1,24.0
ATL,BKN,1,1,23.0
HOU,CHI,1,0,23.0
SAS,MIL,1,1,22.0
DAL,NOP,1,0,21.0
MIL,WAS,1,1,20.0
HOU,MIN,1,0,20.0
TOR,UTA,1,1,20.0
SAC,SAS,1,1,20.0
MIA,CLE,1,1,19.0
TOR,NOP,1,0,18.0
LAL,SAC,1,0,16.0
LAL,BKN,1,0,15.0
MIL,NOP,1,1,15.0
HOU,PHX,1,0,14.0
UTA,MEM,1,1,14.0
BOS,POR,1,0,12.0
PHX,POR,1,1,10.0
HOU,LAL,1,0,10.0
UTA,WAS,1,1,10.0
DAL,OKC,1,0,10.0
PHX,MIL,1,1,9.0
WAS,PHX,1,0,8.0
SAC,MIA,1,1,8.0
BKN,HOU,1,1,7.0
MIN,CHI,1,1,7.0
POR,MIA,1,1,6.0
TOR,SAC,1,0,5.0
HOU,DAL,1,0,4.0
SAC,MEM,1,1,4.0
CHA,DET,1,0,3.0
WAS,DAL,1,1,1.0
ATL,SAS,1,0,1.0
POR,PHI,0,1,-1.0
IND,TOR,0,0,-1.0
POR,BOS,0,0,-4.0
WAS,ORL,0,0,-4.0
CHA,ATL,0,0,-5.0
HOU,POR,0,0,-8.0
NOP,TOR,0,0,-8.0
WAS,MIA,0,1,-11.0
PHI,MIL,0,0,-11.0
GSW,IND,0,1,-11.0
NOP,ORL,0,1,-11.0
OKC,BOS,1,1,33.0
SAC,BKN,1,1,32.0
PHX,OKC,1,1,31.0
CHA,MIL,1,0,29.0
PHX,LAL,1,1,26.0
SAC,HOU,1,1,25.0
BOS,HOU,1,1,24.0
NYK,BKN,1,1,24.0
MEM,MIL,1,0,23.0
CLE,LAC,1,1,23.0
GSW,MIN,1,0,23.0
PHX,CHI,1,0,21.0
POR,SAS,1,1,20.0
DAL,PHX,1,1,19.0
POR,HOU,1,1,17.0
UTA,DET,1,0,15.0
CHI,PHI,1,0,14.0
LAC,CHI,1,1,12.0
MIN,SAS,1,1,12.0
BOS,CHA,1,0,12.0
TOR,CHA,1,1,12.0
GSW,OKC,1,1,11.0
GSW,UTA,1,1,11.0
BOS,ATL,1,0,9.0
GSW,WAS,1,1,9.0
GSW,OKC,1,0,8.0
GSW,CHI,1,1,8.0
BOS,NOP,1,0,8.0
UTA,MIN,1,0,6.0
CHA,ATL,1,1,6.0
DEN,OKC,1,1,5.0
DAL,BKN,1,0,4.0
DAL,SAC,1,1,4.0
MIN,SAC,1,0,4.0
DAL,LAL,0,1,-3.0
DAL,SAC,0,0,-5.0
SAS,MEM,0,1,-6.0
GSW,OKC,0,0,-9.0
UTA,POR,0,0,-10.0
GSW,MIL,0,0,-17.0
MIL,CHA,0,1,-29.0
BOS,NYK,1,0,41.0
DEN,BOS,1,1,31.0
NYK,CHA,1,1,29.0
HOU,ATL,1,1,29.0
LAC,MIL,1,0,28.0
PHX,LAL,1,1,27.0
PHX,NYK,1,1,24.0
CHI,HOU,1,1,24.0
BKN,NYK,1,0,23.0
GSW,NYK,1,0,23.0
WAS,MIA,1,1,21.0
SAS,CLE,1,0,21.0
DAL,NOP,1,0,17.0
TOR,ORL,1,1,15.0
POR,DEN,1,0,15.0
DEN,OKC,1,1,13.0
POR,WAS,1,1,13.0
LAL,LAC,1,1,13.0
BKN,CLE,1,1,11.0
TOR,PHI,1,0,10.0
NYK,CLE,1,0,10.0
TOR,MIL,1,1,10.0
POR,NOP,1,0,8.0
DEN,LAL,1,1,8.0
TOR,MIN,1,0,7.0
PHX,WAS,1,0,6.0
DAL,LAC,1,0,6.0
ATL,DEN,1,1,5.0
LAL,DET,1,0,4.0
DEN,ATL,1,1,2.0
GSW,OKC,1,1,1.0
NYK,WAS,0,1,-1.0
HOU,MEM,0,1,-1.0
TOR,CLE,0,0,-2.0
DAL,GSW,0,1,-2.0
NYK,DAL,0,1,-2.0
BOS,DET,0,0,-4.0
SAS,NYK,0,1,-4.0
ATL,CHI,0,1,-4.0
DEN,HOU,0,0,-5.0
HOU,NOP,0,0,-5.0
ATL,NOP,0,0,-5.0
LAL,MIA,0,1,-6.0
PHX,OKC,0,0,-7.0
DEN,CLE,0,1,-8.0
TOR,LAC,0,1,-8.0
ATL,PHX,0,0,-9.0
POR,MIN,0,0,-11.0
BKN,DET,0,1,-12.0
LAL,HOU,0,1,-15.0
UTA,CLE,0,0,-20.0
PHI,HOU,0,0,-22.0
LAL,HOU,0,1,-26.0
BOS,IND,1,1,51.0
MIN,TOR,1,1,48.0
PHI,WAS,1,1,45.0
IND,SAS,1,1,41.0
ATL,CHA,1,1,41.0
OKC,WAS,1,1,41.0
CLE,WAS,1,1,39.0
DEN,MEM,1,1,37.0
MIA,CLE,1,0,33.0
CLE,ORL,1,0,27.0
MIL,NOP,1,1,24.0
TOR,MIA,1,1,24.0
IND,WAS,1,1,23.0
GSW,UTA,1,0,22.0
CLE,NOP,1,0,21.0
SAC,UTA,1,1,21.0
CLE,CHI,1,1,18.0
MIL,TOR,1,0,16.0
UTA,MIL,1,0,16.0
BOS,UTA,1,0,16.0
BKN,PHI,1,0,15.0
LAC,CHI,1,0,15.0
DAL,NOP,1,0,12.0
SAC,CLE,1,1,12.0
LAC,OKC,1,1,11.0
LAL,CHI,1,1,9.0
MEM,GSW,1,1,9.0
GSW,CHI,1,0,9.0
DAL,CHI,1,1,9.0
CHA,UTA,1,0,8.0
POR,BKN,1,0,7.0
NYK,ATL,1,0,6.0
OKC,DAL,1,0,6.0
GSW,BOS,1,1,6.0
MIL,NYK,1,1,5.0
NOP,GSW,1,0,5.0
GSW,UTA,1,0,3.0
IND,MIL,1,1,2.0
CLE,DAL,1,1,2.0
MIL,SAC,1,1,1.0
CLE,BOS,1,1,1.0
ATL,UTA,0,0,-2.0
IND,POR,0,0,-3.0
WAS,BOS,0,0,-4.0
ATL,LAC,0,1,-5.0
MIN,CHI,0,0,-6.0
SAC,OKC,0,0,-7.0
WAS,MIN,0,0,-9.0
POR,PHX,0,1,-11.0
MEM,LAL,0,0,-27.0
CLE,WAS,1,0,38.0
SAS,DEN,1,1,30.0
LAC,SAC,1,1,27.0
DET,ORL,1,0,23.0
IND,MIA,1,1,23.0
CLE,MEM,1,0,22.0
BOS,NYK,1,1,21.0
GSW,LAL,1,0,21.0
GSW,ATL,1,1,19.0
UTA,MIA,1,0,18.0
PHX,PHI,1,1,16.0
PHI,DEN,1,0,14.0
LAC,PHX,1,1,13.0
GSW,DAL,1,0,13.0
TOR,ATL,1,0,11.0
BKN,NYK,1,1,11.0
HOU,UTA,1,0,11.0
DAL,POR,1,1,10.0
TOR,NYK,1,1,10.0
CLE,DET,1,0,9.0
PHX,SAC,1,0,9.0
GSW,MIL,1,1,9.0
LAL,DEN,1,0,8.0
BOS,CHA,1,1,8.0
SAS,ORL,1,1,7.0
ATL,ORL,1,1,7.0
PHX,UTA,1,1,7.0
HOU,MEM,1,0,6.0
NOP,SAC,1,0,6.0
SAS,MEM,1,0,6.0
BOS,PHX,1,0,5.0
DAL,BOS,1,1,5.0
HOU,DAL,1,1,5.0
HOU,NYK,1,1,5.0
CLE,SAS,1,0,3.0
UTA,MIL,1,0,2.0
SAS,DAL,1,1,1.0
OKC,HOU,0,1,-3.0
PHX,TOR,0,0,-4.0
IND,MIL,0,0,-4.0
TOR,DAL,0,1,-4.0
OKC,DAL,0,1,-4.0
LAC,MIL,0,0,-5.0
PHI,ATL,0,0,-6.0
NYK,DAL,0,0,-7.0
HOU,ATL,0,0,-8.0
POR,MIN,0,0,-8.0
UTA,DAL,0,0,-18.0
IND,MIL,1,1,37.0
CHA,ORL,1,0,37.0
CLE,DEN,1,1,33.0
GSW,OKC,1,1,32.0
HOU,LAL,1,1,29.0
ATL,IND,1,1,29.0
MIA,ATL,1,0,29.0
TOR,DET,1,1,29.0
WAS,SAC,1,0,27.0
BOS,SAC,1,1,27.0
GSW,PHX,1,1,25.0
OKC,WAS,1,0,24.0
HOU,MIN,1,0,24.0
HOU,IND,1,0,23.0
HOU,DAL,1,0,23.0
OKC,DEN,1,0,22.0
CLE,PHX,1,0,22.0
ORL,CLE,1,0,21.0
HOU,UTA,1,1,21.0
BOS,MEM,1,1,20.0
TOR,BOS,1,1,20.0
UTA,LAC,1,0,19.0
POR,MEM,1,1,19.0
OKC,DAL,1,1,19.0
HOU,MIN,1,1,18.0
DEN,NOP,1,0,17.0
CHA,WAS,1,0,17.0
GSW,LAC,1,1,16.0
CHA,HOU,1,1,16.0
OKC,PHX,1,0,16.0
GSW,SAC,1,0,15.0
NOP,BKN,1,1,15.0
LAL,LAC,1,0,15.0
BOS,ORL,1,1,15.0
PHX,OKC,1,1,14.0
CHA,ATL,1,0,13.0
UTA,POR,1,1,13.0
GSW,DEN,1,0,13.0
BOS,DET,1,0,12.0
CHA,ATL,1,0,12.0
HOU,CHA,1,1,12.0
POR,BKN,1,0,12.0
DAL,POR,1,1,12.0
BKN,UTA,1,1,11.0
TOR,ORL,1,1,11.0
HOU,DAL,1,1,11.0
TOR,LAL,1,0,11.0
HOU,OKC,1,0,10.0
TOR,CHA,1,1,10.0
CHI,PHI,1,1,10.0
GSW,CHA,1,1,10.0
POR,MIN,1,1,9.0
CHA,NOP,1,1,9.0
DEN,WAS,1,0,8.0
PHI,ATL,1,0,8.0
HOU,NOP,1,1,7.0
OKC,MEM,1,0,7.0
CHI,ATL,1,0,7.0
POR,PHX,1,1,7.0
MIA,DET,1,1,7.0
ATL,ORL,1,1,7.0
PHX,DEN,1,0,7.0
HOU,SAC,1,0,6.0
HOU,PHX,1,0,6.0
DAL,POR,1,1,6.0
BKN,CLE,1,1,5.0
LAL,SAC,1,0,5.0
CHA,MIL,1,1,5.0
POR,OKC,1,1,5.0
LAC,CHA,1,0,5.0
DAL,MEM,1,0,4.0
HOU,MIL,1,1,4.0
DET,ORL,1,1,4.0
CHI,CHA,1,1,3.0
CHI,DET,1,1,2.0
LAC,IND,1,0,2.0
BOS,DEN,1,0,1.0
ATL,PHX,1,1,1.0
DET,MIA,1,0,1.0
ATL,NOP,0,0,-1.0
PHI,DEN,0,0,-1.0
HOU,NOP,0,0,-2.0
DET,MEM,0,0,-2.0
POR,DAL,0,1,-3.0
PHI,DEN,0,1,-3.0
LAL,NOP,0,0,-3.0
DAL,LAC,0,0,-3.0
PHI,SAC,0,1,-4.0
ORL,DET,0,0,-4.0
BKN,SAC,0,0,-5.0
UTA,NYK,0,0,-5.0
CHI,LAL,0,1,-5.0
PHX,MIN,0,0,-5.0
CHA,CHI,0,0,-5.0
UTA,CHA,0,0,-5.0
HOU,BKN,0,0,-5.0
ATL,NYK,0,1,-6.0
TOR,SAC,0,0,-6.0
DAL,ATL,0,1,-6.0
HOU,LAL,0,1,-6.0
CHI,CLE,0,0,-7.0
BKN,CLE,0,1,-7.0
DAL,UTA,0,1,-7.0
HOU,MIL,0,0,-7.0
CHI,NYK,0,1,-8.0
UTA,SAC,0,0,-8.0
GSW,HOU,0,0,-8.0
UTA,CLE,0,0,-9.0
BKN,DET,0,0,-9.0
HOU,GSW,0,1,-10.0
HOU,LAC,0,1,-10.0
DEN,IND,0,0,-10.0
DAL,HOU,0,0,-11.0
BKN,ATL,0,1,-12.0
DAL,MIA,0,0,-12.0
PHI,TOR,0,0,-24.0
BKN,PHI,0,0,-26.0
OKC,CHA,1,1,45.0
SAC,CHA,1,1,36.0
MIA,CHA,1,1,32.0
UTA,TOR,1,1,32.0
GSW,HOU,1,0,30.0
POR,SAS,1,0,30.0
OKC,HOU,1,0,30.0
NYK,UTA,1,1,29.0
DEN,SAC,1,1,28.0
SAS,WAS,1,0,26.0
DAL,SAC,1,1,23.0
NYK,PHI,1,0,22.0
HOU,SAC,1,1,21.0
BKN,CHA,1,0,21.0
LAL,CLE,1,1,20.0
BKN,ORL,1,1,20.0
MIN,PHI,1,0,17.0
LAL,NOH,1,0,16.0
HOU,TOR,1,1,16.0
DAL,ATL,1,0,14.0
HOU,MIL,1,0,14.0
LAC,NOH,1,0,14.0
MIA,MIN,1,1,11.0
NYK,DET,1,0,10.0
LAC,HOU,1,1,10.0
OKC,GSW,1,1,10.0
MIA,CHA,1,0,10.0
MIL,GSW,1,0,10.0
NYK,MIL,1,1,10.0
SAC,PHX,1,1,9.0
CLE,PHI,1,1,9.0
ATL,CLE,1,0,8.0
MIL,GSW,1,1,7.0
NYK,MEM,1,1,7.0
LAL,IND,1,0,6.0
MIA,DEN,1,0,5.0
LAL,DAL,1,0,4.0
BOS,DEN,1,1,4.0
MIL,NOH,1,1,4.0
DAL,NYK,1,1,3.0
NYK,CHA,1,0,2.0
NYK,CLE,1,1,1.0
MIA,CLE,1,0,1.0
CLE,POR,0,1,-1.0
NOH,PHX,0,0,-3.0
GSW,SAC,0,0,-4.0
WAS,DAL,0,0,-6.0
CHA,POR,0,1,-6.0
POR,MIL,0,0,-7.0
PHI,DAL,0,0,-7.0
GSW,MIL,0,0,-7.0
HOU,LAC,0,1,-8.0
HOU,IND,0,0,-10.0
POR,UTA,0,0,-10.0
ATL,NOH,0,1,-11.0
BKN,MIN,0,1,-11.0
GSW,DEN,0,0,-11.0
MIL,LAC,0,0,-16.0
MEM,OKC,1,1,73.0
GSW,CHI,1,0,42.0
SAS,POR,1,0,37.0
LAL,POR,1,1,33.0
PHI,MIN,1,0,31.0
BOS,WAS,1,0,29.0
DEN,POR,1,1,29.0
BOS,UTA,1,1,28.0
MIA,CHI,1,1,26.0
DAL,CHA,1,1,24.0
MIL,LAC,1,0,24.0
MIA,SAC,1,1,23.0
UTA,POR,1,1,22.0
GSW,PHX,1,1,22.0
LAL,OKC,1,0,21.0
GSW,NOP,1,0,21.0
BOS,DEN,1,0,20.0
POR,LAC,1,1,19.0
HOU,POR,1,0,19.0
CLE,MIL,1,1,18.0
ORL,POR,1,0,18.0
CLE,NYK,1,0,17.0
CLE,MIL,1,1,16.0
CHA,CHI,1,0,16.0
UTA,TOR,1,1,16.0
MIN,DEN,1,1,15.0
UTA,CHI,1,1,15.0
MEM,BKN,1,1,12.0
UTA,NOP,1,0,11.0
BOS,CHA,1,0,11.0
MIA,ORL,1,0,10.0
DET,UTA,1,1,10.0
MIL,ORL,1,1,9.0
GSW,MEM,1,1,9.0
DAL,NOP,1,0,7.0
HOU,ATL,1,0,6.0
MIA,POR,1,0,6.0
MIN,DEN,1,0,6.0
NYK,NOP,1,0,6.0
LAL,TOR,1,0,5.0
SAS,OKC,1,1,2.0
WAS,IND,1,1,1.0
IND,NOP,0,0,-4.0
IND,CLE,0,0,-4.0
PHI,TOR,0,0,-5.0
DEN,NOP,0,1,-8.0
IND,BKN,0,0,-8.0
ORL,MIL,0,0,-9.0
HOU,MIL,0,1,-9.0
CHA,BOS,0,1,-11.0
MIA,ORL,0,0,-14.0
MIL,MIN,0,0,-19.0
CHI,SAC,1,1,40.0
MIA,MEM,1,1,33.0
SAS,SAC,1,1,32.0
MIA,MIN,1,1,32.0
IND,NJN,1,1,32.0
DAL,GSW,1,1,28.0
OKC,WAS,1,0,27.0
SAS,CLE,1,1,24.0
BOS,SAC,1,1,24.0
PHX,GSW,1,1,24.0
NOH,SAS,1,1,24.0
NYK,WAS,1,1,21.0
HOU,MIN,1,0,19.0
HOU,GSW,1,1,19.0
CHI,WAS,1,1,19.0
CHI,LAC,1,0,18.0
ORL,WAS,1,0,18.0
DEN,GSW,1,0,17.0
PHX,DET,1,1,17.0
NYK,TOR,1,0,17.0
SAS,GSW,1,1,17.0
ORL,NJN,1,0,16.0
HOU,CLE,1,1,15.0
LAC,MIN,1,1,15.0
DEN,MEM,1,1,13.0
MIN,WAS,1,1,12.0
ORL,NYK,1,0,12.0
IND,CLE,1,1,11.0
DEN,WAS,1,0,11.0
GSW,MIN,1,0,10.0
